id,categoria_id,codigo,patologia
4880,968,M709,"Transtorno não especificado dos tecidos moles relacionados com o uso, uso excessivo e pressão"
4881,969,M710,Abscesso de bolsa sinovial
4882,969,M711,Outras bursites infecciosas
4883,969,M712,Cisto sinovial do espaço poplíteo [Baker]
4884,969,M713,Outros cistos de bolsa sinovial
4885,969,M714,Depósito de cálcio em bolsa sinovial
4886,969,M715,Outras bursites não classificadas em outra parte
4887,969,M718,Outras bursopatias especificadas
4888,969,M719,Bursopatia não especificada
4889,970,M720,Fibromatose de fáscia palmar [Dupuytren]
4890,970,M721,Coxins interfalângicos (nó dos dedos)
4891,970,M722,Fibromatose da fáscia plantar
4892,970,M724,Fibromatose pseudossarcomatosa
4893,970,M726,Fasciíte necrosante
4894,970,M728,Outros transtornos fibroblásticos
4895,970,M729,Transtorno fibroblástico não especificado
4896,971,M730,Bursite gonocócica
4897,971,M731,Bursite sifilítica
4898,971,M738,Outros transtornos dos tecidos moles em outras doenças classificadas em outra parte
4899,972,M750,Capsulite adesiva do ombro
4900,972,M751,Síndrome do manguito rotador
4901,972,M752,Tendinite bicepital
4902,972,M753,Tendinite calcificante do ombro
4903,972,M754,Síndrome de colisão do ombro
4904,972,M755,Bursite do ombro
4905,972,M758,Outras lesões do ombro
4906,972,M759,Lesão não especificada do ombro
4907,973,M760,Tendinite glútea
4908,973,M761,Tendinite do psoas
4909,973,M762,Esporão da crista ilíaca
4910,973,M763,Síndrome da faixa iliotibial
4911,973,M764,Bursite tibial colateral [Pellegrini-Stieda]
4912,973,M765,Tendinite patelar
4913,973,M766,Tendinite aquileana
4914,973,M767,Tendinite do perôneo
4915,973,M768,"Outras entesopatias do membro inferior, excluindo o pé"
4916,973,M769,Entesopatia do membro inferior não especificada
4917,974,M770,Epicondilite medial
4918,974,M771,Epicondilite lateral
4919,974,M772,Periartrite do punho
4920,974,M773,Esporão do calcâneo
4921,974,M774,Metatarsalgia
4922,974,M775,Outra entesopatia do pé
4923,974,M778,Outras entesopatias não classificadas em outra parte
4924,974,M779,Entesopatia não especificada
4925,975,M790,Reumatismo não especificado
4926,975,M791,Mialgia
4927,975,M792,Nevralgia e neurite não especificadas
4928,975,M793,Paniculite não especificada
4929,975,M794,Hipertrofia do coxim gorduroso (infrapatelar)
4930,975,M795,Corpo estranho residual no tecido mole
4931,975,M796,Dor em membro
4932,975,M797,Fibromialgia
4933,975,M798,Outros transtornos especificados dos tecidos moles
4934,975,M799,Transtorno dos tecidos moles não especificado
4935,976,M800,Osteoporose pós-menopáusica com fratura patológica
4936,976,M801,Osteoporose pós-ooforectomia com fratura patológica
4937,976,M802,Osteoporose de desuso com fratura patológica
4938,976,M803,Osteoporose por má-absorção pós-cirúrgica com fratura patológica
4939,976,M804,Osteoporose induzida por drogas com fratura patológica
4940,976,M805,Osteoporose idiopática com fratura patológica
4941,976,M808,Outras osteoporoses com fratura patológica
4942,976,M809,Osteoporose não especificada com fratura patológica
4943,977,M810,Osteoporose pós-menopáusica
4944,977,M811,Osteoporose pós-ooforectomia
4945,977,M812,Osteoporose de desuso
4946,977,M813,Osteoporose devida à má-absorção pós-cirúrgica
4947,977,M814,Osteoporose induzida por drogas
4948,977,M815,Osteoporose idiopática
4949,977,M816,Osteoporose localizada [Lequesne]
4950,977,M818,Outras osteoporoses
4951,977,M819,Osteoporose não especificada
4952,978,M820,Osteoporose na mielomatose múltipla
4953,978,M821,Osteoporose em distúrbios endócrinos
4954,978,M828,Osteoporose em outras doenças classificadas em outra parte
4955,979,M830,Osteomalácia puerperal
4956,979,M831,Osteomalácia senil
4957,979,M832,Osteomalácia do adulto devida a má-absorção
4958,979,M833,Osteomalácia do adulto devido à desnutrição
4959,979,M834,Doença óssea pelo alumínio
4960,979,M835,Outras osteomalácias do adulto induzidas por drogas
4961,979,M838,Outra osteomalácia do adulto
4962,979,M839,Osteomalácia não especificada do adulto
4963,980,M840,Defeito de consolidação da fratura
4964,980,M841,Ausência de consolidação da fratura [pseudo-artrose]
4965,980,M842,Atraso de consolidação de fratura
4966,980,M843,"Fratura de fadiga (""stress"") não classificada em outra parte"
4967,980,M844,Fratura patológica não classificada em outra parte
4968,980,M848,Outros transtornos da continuidade do osso
4969,980,M849,Transtorno não especificado da continuidade do osso
4970,981,M850,Displasia fibrosa (monostótica)
4971,981,M851,Fluorose esquelética
4972,981,M852,Hiperostose do crânio
4973,981,M853,Osteíte condensante
4974,981,M854,Cisto ósseo solitário
4975,981,M855,Cisto ósseo aneurismático
4976,981,M856,Outro cisto ósseo
4977,981,M858,Outros transtornos especificados da densidade e da estrutura ósseas
4978,981,M859,Transtorno não especificado da densidade e da estrutura ósseas
4979,982,M860,Osteomielite aguda hematogênica
4980,982,M861,Outra osteomielite aguda
4981,982,M862,Osteomielite subaguda
4982,982,M863,Osteomielite crônica multifocal
4983,982,M864,Osteomielite crônica com seio drenante
4984,982,M865,Outra osteomielite crônica hematogênica
4985,982,M866,Outra osteomielite crônica
4986,982,M868,Outra osteomielite
4987,982,M869,Osteomielite não especificada
4988,983,M870,Necrose asséptica idiopática do osso
4989,983,M871,Osteonecrose devida a drogas
4990,983,M872,Osteonecrose devida a traumatismo anterior
4991,983,M873,Outras osteonecroses secundárias
4992,983,M878,Outras osteonecroses
4993,983,M879,Osteonecrose não especificada
4994,984,M880,Doença de Paget do crânio
4995,984,M888,Doença de Paget de outros ossos
4996,984,M889,Doença de Paget de osso não especificado
4997,985,M890,Algoneurodistrofia
4998,985,M891,Parada de crescimento epifisário
4999,985,M892,Outros transtornos do desenvolvimento e do crescimento ósseo
5000,985,M893,Hipertrofia óssea
5001,985,M894,Outras osteoartropatias hipertróficas
5002,985,M895,Osteolise
5003,985,M896,Osteopatia pós-poliomielite
5004,985,M898,Outros transtornos especificados do osso
5005,985,M899,Transtorno não especificado do osso
5006,986,M900,Tuberculose óssea
5007,986,M901,Periostite em outras doenças infecciosas classificadas em outra parte
5008,986,M902,Osteopatia em outras doenças infecciosas classificadas em outra parte
5009,986,M903,"Osteonecrose em ""mal dos caixões"""
5010,986,M904,Osteonecrose devida à hemoglobinopatia
5011,986,M905,Osteonecrose em outras doenças classificadas em outra parte
5012,986,M906,Osteíte deformante em doenças neoplásicas
5013,986,M907,Fratura óssea em doenças neoplásicas
5014,986,M908,Osteopatia em outras doenças classificadas em outra parte
5015,987,M910,Osteocondrose juvenil da pelve
5016,987,M911,Osteocondrose juvenil da cabeça do fêmur [Legg-Calvé-Perthes]
5017,987,M912,Coxa plana
5018,987,M913,Pseudocoxalgia
5019,987,M918,Outras osteocondroses juvenis do quadril e da pelve
5020,987,M919,Osteocondrose juvenil não especificada do quadril e da pelve
5021,988,M920,Osteocondrose juvenil do úmero
5022,988,M921,Osteocondrose juvenil do rádio e do cúbito [ulna]
5023,988,M922,Osteocondrose juvenil da mão
5024,988,M923,Outras osteocondroses juvenis do membro superior
5025,988,M924,Osteocondrose juvenil da rótula [patela]
5026,988,M925,Osteocondrose juvenil da tíbia e perônio [fíbula]
5027,988,M926,Osteocondrose juvenil do tarso
5028,988,M927,Osteocondrose juvenil do metatarso
5029,988,M928,Outras osteocondroses juvenis especificadas
5030,988,M929,"Osteocondrose juvenil, não especificada"
5031,989,M930,Luxação (não-traumática) da epífise superior do fêmur
5032,989,M931,Doença de Kienböck do adulto
5033,989,M932,Osteocondrite dissecante
5034,989,M938,"Outras osteocondropatias, especificadas"
5035,989,M939,"Osteocondropatias, não especificada"
5036,990,M940,Síndrome da junção condrocostal [Tietze]
5037,990,M941,Policondrite recidivante
5038,990,M942,Condromalácia
5039,990,M943,Condrolise
5040,990,M948,Outros transtornos especificados da cartilagem
5041,990,M949,Transtornos não especificados da cartilagem
5042,991,M950,Deformidade adquirida do nariz
5043,991,M951,Orelha em couve-flor
5044,991,M952,Outras deformidades adquiridas da cabeça
5045,991,M953,Deformidade adquirida do pescoço
5046,991,M954,Deformidade adquirida do tórax e das costelas
5047,991,M955,Deformidade adquirida da pelve
5048,991,M958,Outras deformidades adquiridas especificadas do sistema osteomuscular
5049,991,M959,Deformidade adquirida do sistema osteomuscular não especificada
5050,992,M960,Pseudo-artrose após fusão ou artrodese
5051,992,M961,Síndrome pós-laminectomia não classificada em outra parte
5052,992,M962,Cifose pós-radiação
5053,992,M963,Cifose pós-laminectomia
5054,992,M964,Lordose pós-cirúrgica
5055,992,M965,Escoliose pós-radiação
5056,992,M966,"Fratura de osso subsequente a implante ortopédico, prótese articular ou placa óssea"
5057,992,M968,Outros transtornos osteomusculares pós-procedimentos
5058,992,M969,Transtorno osteomuscular não especificado pós-procedimento
5059,993,M990,Disfunção segmentar e somática
5060,993,M991,Complexo de subluxação (vertebral)
5061,993,M992,Estenose de subluxação do canal medular
5062,993,M993,Estenose óssea do canal medular
5063,993,M994,Estenose de tecido conjuntivo do canal medular
5064,993,M995,Estenose de disco intervertebral do canal medular
5065,993,M996,Estenose óssea e subluxação dos forames intervertebrais
5066,993,M997,Estenose de tecido conjuntivo e do disco dos forames intervertebrais
5067,993,M998,Outras lesões biomecânicas
5068,993,M999,Lesão biomecânica não especificada
5069,994,N000,Síndrome nefrítica aguda - anormalidade glomerular minor
5070,994,N001,Síndrome nefrítica aguda - lesões glomerulares focais e segmentares
5071,994,N002,Síndrome nefrítica aguda - glomerulonefrite membranosa difusa
5072,994,N003,Síndrome nefrítica aguda - glomerulonefrite proliferativa mesangial difusa
5073,994,N004,Síndrome nefrítica aguda - glomerulonefrite proliferativa endocapilar difusa
5074,994,N005,Síndrome nefrítica aguda - glomerulonefrite mesangiocapilar difusa
5075,994,N006,Síndrome nefrítica aguda - doença de depósito denso
5076,994,N007,Síndrome nefrítica aguda - glomerulonefrite difusa em crescente
5077,994,N008,Síndrome nefrítica aguda - outras
5078,994,N009,Síndrome nefrítica aguda - não especificada
5079,995,N010,Síndrome nefrítica rapidamente progressiva - anormalidade glomerular minor
5080,995,N011,Síndrome nefrítica rapidamente progressiva - lesões glomerulares focais e segmentares
5081,995,N012,Síndrome nefrítica rapidamente progressiva - glomerulonefrite membranosa difusa
5082,995,N013,Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa mesangial difusa
5083,995,N014,Síndrome nefrítica rapidamente progressiva - glomerulonefrite proliferativa endocapilar difusa
5084,995,N015,Síndrome nefrítica rapidamente progressiva - glomerulonefrite mesangiocapilar difusa
5085,995,N016,Síndrome nefrítica rapidamente progressiva - doença de depósito denso
5086,995,N017,Síndrome nefrítica rapidamente progressiva - glomerulonefrite difusa em crescente
5087,995,N018,Síndrome nefrítica rapidamente progressiva - outras
5088,995,N019,Síndrome nefrítica rapidamente progressiva - não especificada
5089,996,N020,Hematúria recidivante e persistente - anormalidade glomerular minor
5090,996,N021,Hematúria recidivante e persistente - lesões glomerulares focais e segmentares
5091,996,N022,Hematúria recidivante e persistente - glomerulonefrite membranosa difusa
5092,996,N023,Hematúria recidivante e persistente - glomerulonefrite proliferativa mesangial difusa
5093,996,N024,Hematúria recidivante e persistente - glomerulonefrite proliferativa endocapilar difusa
5094,996,N025,Hematúria recidivante e persistente - glomerulonefrite mesangiocapilar difusa
5095,996,N026,Hematúria recidivante e persistente - doença de depósito denso
5096,996,N027,Hematúria recidivante e persistente - glomerulonefrite difusa em crescente
5097,996,N028,Hematúria recidivante e persistente - outras
5098,996,N029,Hematúria recidivante e persistente - não especificada
5099,997,N030,Síndrome nefrítica crônica - anormalidade glomerular minor
5100,997,N031,Síndrome nefrítica crônica - lesões glomerulares focais e segmentares
5101,997,N032,Síndrome nefrítica crônica - glomerulonefrite membranosa difusa
5102,997,N033,Síndrome nefrítica crônica - glomerulonefrite proliferativa mesangial difusa
5103,997,N034,Síndrome nefrítica crônica - glomerulonefrite proliferativa endocapilar difusa
5104,997,N035,Síndrome nefrítica crônica - glomerulonefrite mesangiocapilar difusa
5105,997,N036,Síndrome nefrítica crônica - doença de depósito denso
5106,997,N037,Síndrome nefrítica crônica - glomerulonefrite difusa em crescente
5107,997,N038,Síndrome nefrítica crônica - outras
5108,997,N039,Síndrome nefrítica crônica - não especificada
5109,998,N040,Síndrome nefrótica - anormalidade glomerular minor
5110,998,N041,Síndrome nefrótica - lesões glomerulares focais e segmentares
5111,998,N042,Síndrome nefrótica - glomerulonefrite membranosa difusa
5112,998,N043,Síndrome nefrótica - glomerulonefrite proliferativa mesangial difusa
5113,998,N044,Síndrome nefrótica - glomerulonefrite proliferativa endocapilar difusa
5114,998,N045,Síndrome nefrótica - glomerulonefrite mesangiocapilar difusa
5115,998,N046,Síndrome nefrótica - doença de depósito denso
5116,998,N047,Síndrome nefrótica - glomerulonefrite difusa em crescente
5117,998,N048,Síndrome nefrótica - outras
5118,998,N049,Síndrome nefrótica - não especificada
5119,999,N050,Síndrome nefrítica não especificada - anormalidade glomerular minor
5120,999,N051,Síndrome nefrítica não especificada - lesões glomerulares focais e segmentares
5121,999,N052,Síndrome nefrítica não especificada - glomerulonefrite membranosa difusa
5122,999,N053,Síndrome nefrítica não especificada - glomerulonefrite proliferativa mesangial difusa
5123,999,N054,Síndrome nefrítica não especificada - glomerulonefrite proliferativa endocapilar difusa
5124,999,N055,Síndrome nefrítica não especificada - glomerulonefrite mesangiocapilar difusa
5125,999,N056,Síndrome nefrítica não especificada - doença de depósito denso
5126,999,N057,Síndrome nefrítica não especificada - glomerulonefrite difusa em crescente
5127,999,N058,Síndrome nefrítica não especificada - outras
5128,999,N059,Síndrome nefrítica não especificada - não especificada
5129,1000,N060,Proteinúria isolada com lesão morfológica especificada - anormalidade glomerular minor
5130,1000,N061,Proteinúria isolada com lesão morfológica especificada - lesões glomerulares focais e segmentares
5131,1000,N062,Proteinúria isolada com lesão morfológica especificada - glomerulonefrite membranosa difusa
5132,1000,N063,Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa mesangial difusa
5133,1000,N064,Proteinúria isolada com lesão morfológica especificada - glomerulonefrite proliferativa endocapilar difusa
5134,1000,N065,Proteinúria isolada com lesão morfológica especificada - glomerulonefrite mesangiocapilar difusa
5135,1000,N066,Proteinúria isolada com lesão morfológica especificada - doença de depósito denso
5136,1000,N067,Proteinúria isolada com lesão morfológica especificada - glomerulonefrite difusa em crescente
5137,1000,N068,Proteinúria isolada com lesão morfológica especificada - outras
5138,1000,N069,Proteinúria isolada com lesão morfológica especificada - não especificada
5139,1001,N070,Nefropatia hereditária não classificada em outra parte - anormalidade glomerular minor
5140,1001,N071,Nefropatia hereditária não classificada em outra parte - lesões glomerulares focais e segmentares
5141,1001,N072,Nefropatia hereditária não classificada em outra parte - glomerulonefrite membranosa difusa
5142,1001,N073,Nefropatia hereditária não classificada em outra parte - glomerulonefrite proliferativa mesangial difusa
5143,1001,N074,Nefropatia hereditária não classificada em outra parte - glomerulonefrite proliferativa endocapilar difusa
5144,1001,N075,Nefropatia hereditária não classificada em outra parte - glomerulonefrite mesangiocapilar difusa
5145,1001,N076,Nefropatia hereditária não classificada em outra parte - doença de depósito denso
5146,1001,N077,Nefropatia hereditária não classificada em outra parte - glomerulonefrite difusa em crescente
5147,1001,N078,Nefropatia hereditária não classificada em outra parte - outras
5148,1001,N079,Nefropatia hereditária não classificada em outra parte - não especificada
5149,1002,N080,Transtornos glomerulares em doenças infecciosas e parasitárias classificadas em outra parte
5150,1002,N081,Transtornos glomerulares em doenças neoplásicas
5151,1002,N082,Transtornos glomerulares em doenças do sangue e transtornos imunitários
5152,1002,N083,Transtornos glomerulares no diabetes mellitus
5153,1002,N084,"Transtornos glomerulares em doenças endócrinas, nutricionais e metabólicas"
5154,1002,N085,Transtornos glomerulares em doenças sistêmicas do tecido conjuntivo
5155,1002,N088,Transtornos glomerulares em outras doenças classificadas em outra parte
5156,1003,N10,Nefrite túbulo-intersticial aguda
5157,1004,N110,Pielonefrite não-obstrutiva crônica associada a refluxo
5158,1004,N111,Pielonefrite obstrutiva crônica
5159,1004,N118,Outras nefrites túbulo-intersticiais crônicas
5160,1004,N119,Nefrite túbulo-intersticial crônica não especificada
5161,1005,N12,Nefrite túbulo-intersticial não especificada se aguda ou crônica
5162,1006,N130,Hidronefrose com obstrução da junção uretero-pélvica
5163,1006,N131,Hidronefrose com estreitamento de ureter não classificada em outra parte
5164,1006,N132,Hidronefrose com obstrução por calculose renal e ureteral
5165,1006,N133,Outras hidronefroses e as não especificadas
5166,1006,N134,Hidroureter
5167,1006,N135,Torção e estreitamento do ureter sem hidronefrose
5168,1006,N136,Pionefrose
5169,1006,N137,Uropatia associada a refluxo vésico-ureteral
5170,1006,N138,Outras uropatias obstrutivas e por refluxo
5171,1006,N139,Uropatia obstrutiva e por refluxo não especificada
5172,1007,N140,Nefropatia induzida por analgésico
5173,1007,N141,"Nefropatia induzida por outras drogas, medicamentos e substâncias biológicas"
5174,1007,N142,"Nefropatia induzida por drogas, medicamentos e substâncias biológicas não especificadas"
5175,1007,N143,Nefropatia induzida por metais pesados
5176,1007,N144,Nefropatia tóxica não classificada em outra parte
5177,1008,N150,Nefropatia dos Bálcãs
5178,1008,N151,Abscesso renal e perinefrético
5179,1008,N158,Outras doenças renais túbulo-intersticiais especificadas
5180,1008,N159,Doença renal túbulo-intersticial não especificada
5181,1009,N160,Transtornos renais túbulo-intersticiais em doenças infecciosas e parasitárias classificadas em outra parte
5182,1009,N161,Transtornos renais túbulo-intersticiais em doenças neoplásicas
5183,1009,N162,Transtornos renais túbulo-intersticiais em doenças do sangue e transtornos imunitários
5184,1009,N163,Transtornos renais túbulo-intersticiais em doenças metabólicas
5185,1009,N164,Transtornos renais túbulo-intersticiais em doenças do tecido conjuntivo
5186,1009,N165,Transtornos renais túbulo-intersticiais em rejeição a transplantes
5187,1009,N168,Transtornos renais túbulo-intersticiais em outras doenças classificadas em outra parte
5188,1010,N170,Insuficiência renal aguda com necrose tubular
5189,1010,N171,Insuficiência renal aguda com necrose cortical aguda
5190,1010,N172,Insuficiência renal aguda com necrose medular
5191,1010,N178,Outro tipo de insuficiência renal aguda
5192,1010,N179,Insuficiência renal aguda não especificada
5193,1011,N180,Doença renal em estádio final
5194,1011,N188,Outra insuficiência renal crônica
5195,1011,N189,Insuficiência renal crônica não especificada
5196,1012,N19,Insuficiência renal não especificada
5197,1013,N200,Calculose do rim
5198,1013,N201,Calculose do ureter
5199,1013,N202,Calculose do rim com cálculo do ureter
5200,1013,N209,"Calculose urinária, não especificada"
5201,1014,N210,Calculose na bexiga
5202,1014,N211,Cálculo uretral
5203,1014,N218,Outros cálculos do trato urinário inferior
5204,1014,N219,"Cálculo do trato urinário inferior, porção não especificada"
5205,1015,N220,Cálculo urinário na esquistossomose [bilharziose] [schistosomíase]
5206,1015,N228,Calculose do trato urinário em outras doenças classificadas em outra parte
5207,1016,N23,Cólica nefrética não especificada
5208,1017,N250,Osteodistrofia renal
5209,1017,N251,Diabetes insípido nefrogênico
5210,1017,N258,Outros transtornos resultantes de função renal tubular alterada
5211,1017,N259,Transtornos resultante de função tubular alterada
5212,1018,N26,"Rim contraído, não especificado"
5213,1019,N270,Hipoplasia renal unilateral
5214,1019,N271,Hipoplasia renal bilateral
5215,1019,N279,Hipoplasia renal não especificada
5216,1020,N280,Isquemia e infarto renal
5217,1020,N281,"Cisto do rim, adquirido"
5218,1020,N288,Outros transtornos especificados do rim e do ureter
5219,1020,N289,Transtorno não especificado do rim e do ureter
5220,1021,N290,Sífilis tardia renal
5221,1021,N291,Outros transtornos do rim e do ureter em doenças infecciosas e parasitárias classificadas em outra parte
5222,1021,N298,Outros transtornos do rim e do ureter em outras doenças classificadas em outra parte
5223,1022,N300,Cistite aguda
5224,1022,N301,Cistite intersticial (crônica)
5225,1022,N302,Outras cistites crônicas
5226,1022,N303,Trigonite
5227,1022,N304,Cistite por radiação
5228,1022,N308,Outras cistites
5229,1022,N309,"Cistite, não especificada"
5230,1023,N310,Bexiga neuropática não-inibida não classificada em outra parte
5231,1023,N311,Bexiga neuropática reflexa não classificada em outra parte
5232,1023,N312,Bexiga neuropática flácida não classificada em outra parte
5233,1023,N318,Outra disfunção neuromuscular da bexiga
5234,1023,N319,Disfunção neuromuscular não especificada da bexiga
5235,1024,N320,Obstrução do colo da bexiga
5236,1024,N321,Fístula êntero-vesical
5237,1024,N322,Fístula vesical não classificada em outra parte
5238,1024,N323,Divertículo da bexiga
5239,1024,N324,"Ruptura da bexiga, não-traumática"
5240,1024,N328,Outros transtornos especificados da bexiga
5241,1024,N329,Transtorno não especificado da bexiga
5242,1025,N330,Cistite tuberculosa
5243,1025,N338,Transtornos da bexiga em outras doenças classificadas em outra parte
5244,1026,N340,Abscesso uretral
5245,1026,N341,Uretrites não específicas
5246,1026,N342,Outras uretrites
5247,1026,N343,"Síndrome uretral, não especificada"
5248,1027,N350,Estenose uretral pós-traumática
5249,1027,N351,Estenose uretral pós-infecciosa não classificada em outra parte
5250,1027,N358,Outra estenose (estreitamento) uretral
5251,1027,N359,Estenose (estreitamento) uretral não especificada(o)
5252,1028,N360,Fístula uretral
5253,1028,N361,Divertículo uretral
5254,1028,N362,Carúncula uretral
5255,1028,N363,Prolapso da mucosa uretral
5256,1028,N368,Outros transtornos especificados da uretra
5257,1028,N369,Transtorno não especificado da uretra
5258,1029,N370,Uretrite em doenças classificadas em outra parte
5259,1029,N378,Outros transtornos da uretra em doenças classificadas em outra parte
5260,1030,N390,Infecção do trato urinário de localização não especificada
5261,1030,N391,Proteinúria persistente não especificada
5262,1030,N392,Proteinúria ortostática não especificada
5263,1030,N393,"Incontinência de tensão (""stress"")"
5264,1030,N394,Outras incontinências urinárias especificadas
5265,1030,N398,Outros transtornos especificados do aparelho urinário
5266,1030,N399,Transtornos não especificados do aparelho urinário
5267,1031,N40,Hiperplasia da próstata
5268,1032,N410,Prostatite aguda
5269,1032,N411,Prostatite crônica
5270,1032,N412,Abscesso da próstata
5271,1032,N413,Prostatocistite
5272,1032,N418,Outras doenças inflamatórias da próstata
5273,1032,N419,Doença inflamatória não especificada da próstata
5274,1033,N420,Cálculo da próstata
5275,1033,N421,Congestão e hemorragia da próstata
5276,1033,N422,Atrofia da próstata
5277,1033,N428,Outras afecções especificadas da próstata
5278,1033,N429,Afecção não especificada da próstata
5279,1034,N430,Hidrocele encistada
5280,1034,N431,Hidrocele infectada
5281,1034,N432,Outra hidrocele
5282,1034,N433,Hidrocele não especificada
5283,1034,N434,Espermatocele
5284,1035,N44,Torção do testículo
5285,1036,N450,"Orquite, epididimite e epidídimo-orquite, com menção de abscesso"
5286,1036,N459,"Orquite, epididimite e epidídimo-orquite, sem menção de abscesso"
5287,1037,N46,Infertilidade masculina
5288,1038,N47,"Hipertrofia do prepúcio, fimose e parafimose"
5289,1039,N480,Leucoplasia do pênis
5290,1039,N481,Balanopostite
5291,1039,N482,Outros transtornos inflamatórios do pênis
5292,1039,N483,Priapismo
5293,1039,N484,Impotência de origem orgânica
5294,1039,N485,Úlcera do pênis
5295,1039,N486,Induratio penis plastica
5296,1039,N488,Outros transtornos especificados do pênis
5297,1039,N489,Transtorno não especificado do pênis
5298,1040,N490,Transtornos inflamatórios da vesícula seminal
5299,1040,N491,"Transtornos inflamatórios do cordão espermático, túnica vaginal e vasos deferentes"
5300,1040,N492,Transtorno inflamatório do escroto
5301,1040,N498,Transtornos inflamatórios de outros órgãos genitais masculinos especificados
5302,1040,N499,"Transtorno inflamatório de órgão genital masculino, não especificado"
5303,1041,N500,Atrofia do testículo
5304,1041,N501,Transtornos vasculares dos órgãos genitais masculinos
5305,1041,N508,Outros transtornos especificados dos órgãos genitais masculinos
5306,1041,N509,Transtorno não especificado dos órgãos genitais masculinos
5307,1042,N510,Transtornos da próstata em doenças classificadas em outra parte
5308,1042,N511,Transtornos do testículo e do epidídimo em doenças classificadas em outra parte
5309,1042,N512,Balanite em doenças classificadas em outra parte
5310,1042,N518,Outros transtornos dos órgãos genitais masculinos em doenças classificadas em outra parte
5311,1043,N600,Cisto solitário da mama
5312,1043,N601,Mastopatia cística difusa
5313,1043,N602,Fibroadenose da mama
5314,1043,N603,Fibrosclerose da mama
5315,1043,N604,Ectasia de dutos mamários
5316,1043,N608,Outras displasias mamárias benignas
5317,1043,N609,Displasia mamária benigna não especificada
5318,1044,N61,Transtornos inflamatórios da mama
5319,1045,N62,Hipertrofia da mama
5320,1046,N63,Nódulo mamário não especificado
5321,1047,N640,Fissura e fístula do mamilo
5322,1047,N641,Necrose gordurosa da mama
5323,1047,N642,Atrofia da mama
5324,1047,N643,Galactorréia não-associada ao parto
5325,1047,N644,Mastodinia
5326,1047,N645,Outros sintomas e sinais da mama
5327,1047,N648,Outros transtornos especificados da mama
5328,1047,N649,Transtorno da mama não especificado
5329,1048,N700,Salpingite e ooforite agudas
5330,1048,N701,Salpingite e ooforite crônicas
5331,1048,N709,Salpingite e ooforite não especificadas
5332,1049,N710,Doença inflamatória aguda do útero
5333,1049,N711,Doença inflamatória crônica do útero
5334,1049,N719,Doença inflamatória não especificada do útero
5335,1050,N72,Doença inflamatória do colo do útero
5336,1051,N730,Parametrite e celulite pélvicas agudas
5337,1051,N731,Parametrite e celulite pélvicas crônicas
5338,1051,N732,Parametrite e celulite pélvicas não especificadas
5339,1051,N733,Pelviperitonite aguda feminina
5340,1051,N734,Pelviperitonite crônica feminina
5341,1051,N735,Pelviperitonite não especificada feminina
5342,1051,N736,Aderências pelviperitonais femininas
5343,1051,N738,Outras doenças inflamatórias especificadas da pelve feminina
5344,1051,N739,Doença inflamatória não especificada da pelve feminina
5345,1052,N740,Tuberculose do colo do útero
5346,1052,N741,Tuberculose da pelve feminina
5347,1052,N742,Sífilis pélvica feminina
5348,1052,N743,Infecção gonocócica pélvica feminina
5349,1052,N744,Infecção pélvica feminina por clamídia
5350,1052,N748,Inflamação pélvica feminina em outras doenças classificadas em outra parte
5351,1053,N750,Cisto da glândula de Bartholin
5352,1053,N751,Abscesso da glândula de Bartholin
5353,1053,N758,Outras doenças da glândula de Bartholin
5354,1053,N759,Doença não especificada da glândula de Bartholin
5355,1054,N760,Vaginite aguda
5356,1054,N761,Vaginite subaguda e crônica
5357,1054,N762,Vulvite aguda
5358,1054,N763,Vulvite subaguda e crônica
5359,1054,N764,Abscesso vulvar
5360,1054,N765,Ulceração vaginal
5361,1054,N766,Ulceração vulvar
5362,1054,N768,Outras inflamações especificadas da vagina e da vulva
5363,1055,N770,Ulceração da vulva em doenças infecciosas e parasitárias classificadas em outra parte
5364,1055,N771,"Vaginite, vulvite e vulvovaginite em doenças infecciosas e parasitárias classificadas em outra parte"
5365,1055,N778,Ulceração e inflamação vulvovaginais em outras doenças classificadas em outra parte
5366,1056,N800,Endometriose do útero
5367,1056,N801,Endometriose do ovário
5368,1056,N802,Endometriose da trompa de Falópio
5369,1056,N803,Endometriose do peritônio pélvico
5370,1056,N804,Endometriose do septo retovaginal e da vagina
5371,1056,N805,Endometriose do intestino
5372,1056,N806,Endometriose em cicatriz cutânea
5373,1056,N808,Outra endometriose
5374,1056,N809,Endometriose não especificada
5375,1057,N810,Uretrocele feminina
5376,1057,N811,Cistocele
5377,1057,N812,Prolapso uterovaginal incompleto
5378,1057,N813,Prolapso uterovaginal completo
5379,1057,N814,Prolapso uterovaginal não especificado
5380,1057,N815,Enterocele vaginal
5381,1057,N816,Retocele
5382,1057,N818,Outro prolapso genital feminino
5383,1057,N819,Prolapso genital feminino não especificado
5384,1058,N820,Fístula vesicovaginal
5385,1058,N821,Outras fístulas do trato geniturinário feminino
5386,1058,N822,Fístula vagina-intestino delgado
5387,1058,N823,Fístula vagina-cólon
5388,1058,N824,Outras fístulas genito-intestinais femininas
5389,1058,N825,Fístula genitocutânea feminina
5390,1058,N828,Outras fístulas do trato genital feminino
5391,1058,N829,Fístulas não especificadas do trato genital feminino
5392,1059,N830,Cisto folicular do ovário
