id,grupo_id,codigo,descricao
551,77,G91,Hidrocefalia
552,77,G92,Encefalopatia tóxica
553,77,G93,Outros transtornos do encéfalo
554,77,G94,Outros transtornos do encéfalo em doenças classificadas em outra parte
555,77,G95,Outras doenças da medula espinal
556,77,G96,Outros transtornos do sistema nervoso central
557,77,G97,Transtornos pós-procedimento do sistema nervoso não classificados em outra parte
558,77,G98,Outros transtornos do sistema nervoso não classificados em outra parte
559,77,G99,Outros transtornos do sistema nervoso em doenças classificadas em outra parte
560,78,H00,Hordéolo e calázio
561,78,H01,Outras inflamações da pálpebra
562,78,H02,Outros transtornos da pálpebra
563,78,H03,Transtornos da pálpebra em doenças classificadas em outras partes
564,78,H04,Transtornos do aparelho lacrimal
565,78,H05,Transtornos da órbita
566,78,H06,Transtornos do aparelho lacrimal e da órbita em doenças classificadas em outra parte
567,79,H10,Conjuntivite
568,79,H11,Outros transtornos da conjuntiva
569,79,H13,Transtornos da conjuntiva em doenças classificadas em outra parte
570,80,H15,Transtornos da esclerótica
571,80,H16,Ceratite
572,80,H17,Cicatrizes e opacidades da córnea
573,80,H18,Outros transtornos da córnea
574,80,H19,Transtorno da esclerótica e da córnea em doenças classificadas em outra parte
575,80,H20,Iridociclite
576,80,H21,Outros transtornos da íris e do corpo ciliar
577,80,H22,Transtornos da íris e do corpo ciliar em doenças classificadas em outra parte
578,81,H25,Catarata senil
579,81,H26,Outras cataratas
580,81,H27,Outros transtornos do cristalino
581,81,H28,Catarata e outros transtornos do cristalino em doenças classificadas em outra parte
582,82,H30,Inflamação coriorretiniana
583,82,H31,Outros transtornos da coróide
584,82,H32,Transtornos coriorretinianos em doenças classificadas em outra parte
585,82,H33,Descolamentos e defeitos da retina
586,82,H34,Oclusões vasculares da retina
587,82,H35,Outros transtornos da retina
588,82,H36,Transtornos da retina em doenças classificadas em outra parte
589,83,H40,Glaucoma
590,83,H42,Glaucoma em doenças classificadas em outra parte
591,84,H43,Transtornos do humor vítreo
592,84,H44,Transtornos do globo ocular
593,84,H45,Transtornos do humor vítreo e do globo ocular em doenças classificadas em outra parte
594,85,H46,Neurite óptica
595,85,H47,Outros transtornos do nervo óptico e das vias ópticas
596,85,H48,Transtornos do nervo óptico [segundo par] e das vias ópticas em doenças classificadas em outra parte
597,86,H49,Estrabismo paralítico
598,86,H50,Outros estrabismos
599,86,H51,Outros transtornos do movimento binocular
600,86,H52,Transtornos da refração e da acomodação
601,87,H53,Distúrbios visuais
602,87,H54,Cegueira e visão subnormal
603,88,H55,Nistagmo e outros movimentos irregulares do olho
604,88,H57,Outros transtornos do olho e anexos
605,88,H58,Outros transtornos do olho e anexos em doenças classificadas em outra parte
606,88,H59,Transtornos do olho e anexos pós-procedimento não classificados em outra parte
607,89,H60,Otite externa
608,89,H61,Outros transtornos do ouvido externo
609,89,H62,Transtornos do ouvido externo em doenças classificadas em outra parte
610,90,H65,Otite média não-supurativa
611,90,H66,Otite média supurativa e as não especificadas
612,90,H67,Otite média em doenças classificadas em outra parte
613,90,H68,Salpingite e obstrução da trompa de Eustáquio
614,90,H69,Outros transtornos da trompa de Eustáquio
615,90,H70,Mastoidite e afecções correlatas
616,90,H71,Colesteatoma do ouvido médio
617,90,H72,Perfuração da membrana do tímpano
618,90,H73,Outros transtornos da membrana do tímpano
619,90,H74,Outros transtornos do ouvido médio e da mastóide
620,90,H75,Outros transtornos do ouvido médio e da mastóide em doenças classificadas em outra parte
621,91,H80,Otosclerose
622,91,H81,Transtornos da função vestibular
623,91,H82,Síndromes vertiginosas em doenças classificadas em outra parte
624,91,H83,Outros transtornos do ouvido interno
625,92,H90,Perda de audição por transtorno de condução e/ou neuro-sensorial
626,92,H91,Outras perdas de audição
627,92,H92,Otalgia e secreção auditiva
628,92,H93,Outros transtornos do ouvido não classificados em outra parte
629,92,H94,Outros transtornos do ouvido em doenças classificadas em outra parte
630,92,H95,"Transtornos do ouvido e da apófise mastóide pós-procedimentos, não classificados em outra parte"
631,93,I00,Febre reumática sem menção de comprometimento do coração
632,93,I01,Febre reumática com comprometimento do coração
633,93,I02,Coréia reumática
634,94,I05,Doenças reumáticas da valva mitral
635,94,I06,Doenças reumáticas da valva aórtica
636,94,I07,Doenças reumáticas da valva tricúspide
637,94,I08,Doenças de múltiplas valvas
638,94,I09,Outras doenças reumáticas do coração
639,95,I10,Hipertensão essencial (primária)
640,95,I11,Doença cardíaca hipertensiva
641,95,I12,Doença renal hipertensiva
642,95,I13,Doença cardíaca e renal hipertensiva
643,95,I15,Hipertensão secundária
644,96,I20,Angina pectoris
645,96,I21,Infarto agudo do miocárdio
646,96,I22,Infarto do miocárdio recorrente
647,96,I23,Algumas complicações atuais subseqüentes ao infarto agudo do miocárdio
648,96,I24,Outras doenças isquêmicas agudas do coração
649,96,I25,Doença isquêmica crônica do coração
650,97,I26,Embolia pulmonar
651,97,I27,Outras formas de doença cardíaca pulmonar
652,97,I28,Outras doenças dos vasos pulmonares
653,98,I30,Pericardite aguda
654,98,I31,Outras doenças do pericárdio
655,98,I32,Pericardite em doenças classificadas em outra parte
656,98,I33,Endocardite aguda e subaguda
657,98,I34,Transtornos não-reumáticos da valva mitral
658,98,I35,Transtornos não-reumáticos da valva aórtica
659,98,I36,Transtornos não-reumáticos da valva tricúspide
660,98,I37,Transtornos da valva pulmonar
661,98,I38,Endocardite de valva não especificada
662,98,I39,Endocardite e transtornos valvulares cardíacos em doenças classificadas em outra parte
663,98,I40,Miocardite aguda
664,98,I41,Miocardite em doenças classificadas em outra parte
665,98,I42,Cardiomiopatias
666,98,I43,Cardiomiopatia em doenças classificadas em outra parte
667,98,I44,Bloqueio atrioventricular e do ramo esquerdo
668,98,I45,Outros transtornos de condução
669,98,I46,Parada cardíaca
670,98,I47,Taquicardia paroxística
671,98,I48,Flutter e fibrilação atrial
672,98,I49,Outras arritmias cardíacas
673,98,I50,Insuficiência cardíaca
674,98,I51,Complicações de cardiopatias e doenças cardíacas mal definidas
675,98,I52,Outras afecções cardíacas em doenças classificadas em outra parte
676,99,I60,Hemorragia subaracnóide
677,99,I61,Hemorragia intracerebral
678,99,I62,Outras hemorragias intracranianas não-traumáticas
679,99,I63,Infarto cerebral
680,99,I64,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
681,99,I65,Oclusão e estenose de artérias pré-cerebrais que não resultam em infarto cerebral
682,99,I66,Oclusão e estenose de artérias cerebrais que não resultam em infarto cerebral
683,99,I67,Outras doenças cerebrovasculares
684,99,I68,Transtornos cerebrovasculares em doenças classificadas em outra parte
685,99,I69,Seqüelas de doenças cerebrovasculares
686,100,I70,Aterosclerose
687,100,I71,Aneurisma e dissecção da aorta
688,100,I72,Outros aneurismas
689,100,I73,Outras doenças vasculares periféricas
690,100,I74,Embolia e trombose arteriais
691,100,I77,Outras afecções das artérias e arteríolas
692,100,I78,Doenças dos capilares
693,100,I79,"Transtornos das artérias, das arteríolas e dos capilares em doenças classificadas em outra parte"
694,101,I80,Flebite e tromboflebite
695,101,I81,Trombose da veia porta
696,101,I82,Outra embolia e trombose venosas
697,101,I83,Varizes dos membros inferiores
698,101,I84,Hemorróidas
699,101,I85,Varizes esofagianas
700,101,I86,Varizes de outras localizações
701,101,I87,Outros transtornos das veias
702,101,I88,Linfadenite inespecífica
703,101,I89,Outros transtornos não-infecciosos dos vasos linfáticos e dos gânglios linfáticos
704,102,I95,Hipotensão
705,102,I97,"Transtornos do aparelho circulatório, subseqüentes a procedimentos não classificados em outra parte"
706,102,I98,Outros transtornos do aparelho circulatório em doenças classificadas em outra parte
707,102,I99,Outros transtornos do aparelho circulatório e os não especificados
708,103,J00,Nasofaringite aguda [resfriado comum]
709,103,J01,Sinusite aguda
710,103,J02,Faringite aguda
711,103,J03,Amigdalite aguda
712,103,J04,Laringite e traqueíte agudas
713,103,J05,Laringite obstrutiva aguda [crupe] e epiglotite
714,103,J06,Infecções agudas das vias aéreas superiores de localizações múltiplas e não especificadas
715,104,J09,Influenza [gripe] devida a vírus identificado da gripe aviária
716,104,J10,Influenza devida a outro vírus da influenza [gripe] identificado
717,104,J11,Influenza [gripe] devida a vírus não identificado
718,104,J12,Pneumonia viral não classificada em outra parte
719,104,J13,Pneumonia devida a Streptococcus pneumoniae
720,104,J14,Pneumonia devida a Haemophilus infuenzae
721,104,J15,Pneumonia bacteriana não classificada em outra parte
722,104,J16,Pneumonia devida a outros microorganismos infecciosos especificados não classificados em outra parte
723,104,J17,Pneumonia em doenças classificadas em outra parte
724,104,J18,Pneumonia por microorganismo não especificada
725,105,J20,Bronquite aguda
726,105,J21,Bronquiolite aguda
727,105,J22,Infecções agudas não especificada das vias aéreas inferiores
728,106,J30,Rinite alérgica e vasomotora
729,106,J31,"Rinite, nasofaringite e faringite crônicas"
730,106,J32,Sinusite crônica
731,106,J33,Pólipo nasal
732,106,J34,Outros transtornos do nariz e dos seios paranasais
733,106,J35,Doenças crônicas das amígdalas e das adenóides
734,106,J36,Abscesso periamigdaliano
735,106,J37,Laringite e laringotraqueíte crônicas
736,106,J38,Doenças das cordas vocais e da laringe não classificadas em outra parte
737,106,J39,Outras doenças das vias aéreas superiores
738,107,J40,Bronquite não especificada como aguda ou crônica
739,107,J41,Bronquite crônica simples e a mucopurulenta
740,107,J42,Bronquite crônica não especificada
741,107,J43,Enfisema
742,107,J44,Outras doenças pulmonares obstrutivas crônicas
743,107,J45,Asma
744,107,J46,Estado de mal asmático
745,107,J47,Bronquectasia
746,108,J60,Pneumoconiose dos mineiros de carvão
747,108,J61,Pneumoconiose devida a amianto [asbesto] e outras fibras minerais
748,108,J62,Pneumoconiose devida a poeira que contenham sílica
749,108,J63,Pneumoconiose devida a outras poeiras inorgânicas
750,108,J64,Pneumoconiose não especificada
751,108,J65,Pneumoconiose associada com tuberculose
752,108,J66,Doenças das vias aéreas devida a poeiras orgânicas específicas
753,108,J67,Pneumonite de hipersensibilidade devida a poeiras orgânicas
754,108,J68,"Afecções respiratórias devidas a inalação de produtos químicos, gases, fumaças e vapores"
755,108,J69,Pneumonite devida a sólidos e líquidos
756,108,J70,Afecções respiratórias devida a outros agentes externos
757,109,J80,Síndrome do desconforto respiratório do adulto
758,109,J81,"Edema pulmonar, não especificado de outra forma"
759,109,J82,"Eosinofilia pulmonar, não classificada em outra parte"
760,109,J84,Outras doenças pulmonares intersticiais
761,110,J85,Abscesso do pulmão e do mediastino
762,110,J86,Piotórax
763,111,J90,Derrame pleural não classificado em outra parte
764,111,J91,Derrame pleural em afecções classificadas em outra parte
765,111,J92,Placas pleurais
766,111,J93,Pneumotórax
767,111,J94,Outras afecções pleurais
768,112,J95,Afecções respiratórias pós-procedimentos não classificadas em outra parte
769,112,J96,Insuficiência respiratória não classificada de outra parte
770,112,J98,Outros transtornos respiratórios
771,112,J99,Transtornos respiratórios em doenças classificadas em outra parte
772,113,K00,Distúrbios do desenvolvimento e da erupção dos dentes
773,113,K01,Dentes inclusos e impactados
774,113,K02,Cárie dentária
775,113,K03,Outras doenças dos tecidos dentários duros
776,113,K04,Doenças da polpa e dos tecidos periapicais
777,113,K05,Gengivite e doenças periodontais
778,113,K06,Outros transtornos da gengiva e do rebordo alveolar sem dentes
779,113,K07,Anomalias dentofaciais (inclusive a maloclusão)
780,113,K08,Outros transtornos dos dentes e de suas estruturas de sustentação
781,113,K09,Cistos da região bucal não classificados em outra parte
782,113,K10,Outras doenças dos maxilares
783,113,K11,Doenças das glândulas salivares
784,113,K12,Estomatite e lesões correlatas
785,113,K13,Outras doenças do lábio e da mucosa oral
786,113,K14,Doenças da língua
787,114,K20,Esofagite
788,114,K21,Doença de refluxo gastroesofágico
789,114,K22,Outras doenças do esôfago
790,114,K23,Transtornos do esôfago em doenças classificadas em outra parte
791,114,K25,Úlcera gástrica
792,114,K26,Úlcera duodenal
793,114,K27,Úlcera péptica de localização não especificada
794,114,K28,Úlcera gastrojejunal
795,114,K29,Gastrite e duodenite
796,114,K30,Dispepsia
797,114,K31,Outras doenças do estômago e do duodeno
798,115,K35,Apendicite aguda
799,115,K36,Outras formas de apendicite
800,115,K37,"Apendicite, sem outras especificações"
801,115,K38,Outras doenças do apêndice
802,116,K40,Hérnia inguinal
803,116,K41,Hérnia femoral
804,116,K42,Hérnia umbilical
805,116,K43,Hérnia ventral
806,116,K44,Hérnia diafragmática
807,116,K45,Outras hérnias abdominais
808,116,K46,Hérnia abdominal não especificada
809,117,K50,Doença de Crohn [enterite regional]
810,117,K51,Colite ulcerativa
811,117,K52,Outras gastroenterites e colites não-infecciosas
812,118,K55,Transtornos vasculares do intestino
813,118,K56,Íleo paralítico e obstrução intestinal sem hérnia
814,118,K57,Doença diverticular do intestino
815,118,K58,Síndrome do cólon irritável
816,118,K59,Outros transtornos funcionais do intestino
817,118,K60,Fissura e fístula das regiões anal e retal
818,118,K61,Abscesso das regiões anal e retal
819,118,K62,Outras doenças do reto e do ânus
820,118,K63,Outras doenças do intestino
821,119,K65,Peritonite
822,119,K66,Outros transtornos do peritônio
823,119,K67,"Comprometimento do peritônio, em doenças infecciosas classificadas em outra parte"
824,120,K70,Doença alcoólica do fígado
825,120,K71,Doença hepática tóxica
826,120,K72,Insuficiência hepática não classificada em outra parte
827,120,K73,Hepatite crônica não classificada em outra parte
828,120,K74,Fibrose e cirrose hepáticas
829,120,K75,Outras doenças inflamatórias do fígado
830,120,K76,Outras doenças do fígado
831,120,K77,Transtornos do fígado em doenças classificadas em outra parte
832,121,K80,Colelitíase
833,121,K81,Colecistite
834,121,K82,Outras doenças da vesícula biliar
835,121,K83,Outras doenças das vias biliares
836,121,K85,Pancreatite aguda
837,121,K86,Outras doenças do pâncreas
838,121,K87,"Transtornos da vesícula biliar, das vias biliares e do pâncreas em doenças classificadas em outra parte"
839,122,K90,Má-absorção intestinal
840,122,K91,"Transtornos do aparelho digestivo pós-procedimentos, não classificados em outra parte"
841,122,K92,Outras doenças do aparelho digestivo
842,122,K93,Transtornos de outros órgãos digestivos em doenças classificadas em outra parte
843,123,L00,Síndrome da pele escaldada estafilocócica do recém-nascido
844,123,L01,Impetigo
845,123,L02,"Abscesso cutâneo, furúnculo e antraz"
846,123,L03,Celulite (Flegmão)
847,123,L04,Linfadenite aguda
848,123,L05,Cisto pilonidal
849,123,L08,Outras infecções localizadas da pele e do tecido subcutâneo
850,124,L10,Pênfigo
851,124,L11,Outras afecções acantolíticas
852,124,L12,Penfigóide
853,124,L13,Outras afecções bolhosas
854,124,L14,Afecções bolhosas em doenças classificadas em outra parte
855,125,L20,Dermatite atópica
856,125,L21,Dermatite seborréica
857,125,L22,Dermatite das fraldas
858,125,L23,Dermatites alérgicas de contato
859,125,L24,Dermatites de contato por irritantes
860,125,L25,Dermatite de contato não especificada
861,125,L26,Dermatite esfoliativa
862,125,L27,Dermatite devida a substâncias de uso interno
863,125,L28,Líquen simples crônico e prurigo
864,125,L29,Prurido
865,125,L30,Outras dermatites
866,126,L40,Psoríase
867,126,L41,Parapsoríase
868,126,L42,Pitiríase rósea
869,126,L43,Líquen plano
870,126,L44,Outras afecções pápulo-descamativas
871,126,L45,Afecções pápulo-descamativas em doenças classificadas em outra parte
872,127,L50,Urticária
873,127,L51,Eritema polimorfo (eritema multiforme)
874,127,L52,Eritema nodoso
875,127,L53,Outras afecções eritematosas
876,127,L54,Eritema em doenças classificadas em outra parte
877,128,L55,Queimadura solar
878,128,L56,Outras alterações agudas da pele devidas a radiação ultravioleta
879,128,L57,Alterações da pele devidas à exposição crônica à radiação não ionizante
880,128,L58,Radiodermatite
881,128,L59,Outras afecções da pele e do tecido subcutâneo relacionadas com a radiação
882,129,L60,Afecções das unhas
883,129,L62,Afecções das unhas em doenças classificadas em outra parte
884,129,L63,Alopécia areata
885,129,L64,Alopécia androgênica
886,129,L65,Outras formas não cicatriciais da perda de cabelos ou pêlos
887,129,L66,"Alopécia cicatricial [perda de cabelos ou pêlos, cicatricial]"
888,129,L67,Anormalidades da cor e do pedículo dos cabelos e dos pêlos
889,129,L68,Hipertricose
890,129,L70,Acne
891,129,L71,Rosácea
892,129,L72,Cistos foliculares da pele e do tecido subcutâneo
893,129,L73,Outras afecções foliculares
894,129,L74,Afecções das glândulas sudoríparas écrinas
895,129,L75,Afecções das glândulas sudoríparas apócrinas
896,130,L80,Vitiligo
897,130,L81,Outros transtornos da pigmentação
898,130,L82,Ceratose seborréica
899,130,L83,Acantose nigricans
900,130,L84,Calos e calosidades
901,130,L85,Outras formas de espessamento epidérmico
902,130,L86,Ceratodermia em doenças classificadas em outra parte
903,130,L87,Transtornos da eliminação transepidérmica
904,130,L88,Piodermite gangrenosa
905,130,L89,Úlcera de decúbito
906,130,L90,Afecções atróficas da pele
907,130,L91,Afecções hipertróficas da pele
908,130,L92,Afecções granulomatosas da pele e do tecido subcutâneo
909,130,L93,Lúpus eritematoso
910,130,L94,Outras afecções localizadas do tecido conjuntivo
911,130,L95,Vasculite limitada a pele não classificadas em outra parte
912,130,L97,Úlcera dos membros inferiores não classificada em outra parte
913,130,L98,Outras afecções da pele e do tecido subcutâneo não classificadas em outra parte
914,130,L99,Outras afecções da pele e do tecido subcutâneo em doenças classificadas em outra parte
915,131,M00,Artrite piogênica
916,131,M01,Infecções diretas da articulação em doenças infecciosas e parasitárias classificadas em outra parte
917,131,M02,Artropatias reacionais
918,131,M03,Artropatias pós-infecciosas e reacionais em doenças infecciosas classificadas em outra parte
919,131,M05,Artrite reumatóide soro-positiva
920,131,M06,Outras artrites reumatóides
921,131,M07,Artropatias psoriásicas e enteropáticas
922,131,M08,Artrite juvenil
923,131,M09,Artrite juvenil em doenças classificadas em outra parte
924,131,M10,Gota
925,131,M11,Outras artropatias por deposição de cristais
926,131,M12,Outras artropatias especificadas
927,131,M13,Outras artrites
928,131,M14,Artropatias em outras doenças classificadas em outra parte
929,131,M15,Poliartrose
930,131,M16,Coxartrose [artrose do quadril]
931,131,M17,Gonartrose [artrose do joelho]
932,131,M18,Artrose da primeira articulação carpometacarpiana
933,131,M19,Outras artroses
934,131,M20,Deformidades adquiridas dos dedos das mãos e dos pés
935,131,M21,Outras deformidades adquiridas dos membros
936,131,M22,Transtornos da rótula [patela]
937,131,M23,Transtornos internos dos joelhos
938,131,M24,Outros transtornos articulares específicos
939,131,M25,Outros transtornos articulares não classificados em outra parte
940,136,M30,Poliarterite nodosa e afecções correlatas
941,136,M31,Outras vasculopatias necrotizantes
942,136,M32,Lúpus eritematoso disseminado [sistêmico]
943,136,M33,Dermatopoliomiosite
944,136,M34,Esclerose sistêmica
945,136,M35,Outras afecções sistêmicas do tecido conjuntivo
946,136,M36,Doenças sistêmicas do tecido conjuntivo em doenças classificadas em outra parte
947,137,M40,Cifose e lordose
948,137,M41,Escoliose
949,137,M42,Osteocondrose da coluna vertebral
950,137,M43,Outras dorsopatias deformantes
951,137,M45,Espondilite ancilosante
952,137,M46,Outras espondilopatias inflamatórias
953,137,M47,Espondilose
954,137,M48,Outras espondilopatias
955,137,M49,Espondilopatias em doenças classificadas em outra parte
956,137,M50,Transtornos dos discos cervicais
957,137,M51,Outros transtornos de discos intervertebrais
958,137,M53,Outras dorsopatias não classificadas em outra parte
959,137,M54,Dorsalgia
960,141,M60,Miosite
961,141,M61,Calcificação e ossificação do músculo
962,141,M62,Outros transtornos musculares
963,141,M63,Transtornos de músculo em doenças classificadas em outra parte
964,141,M65,Sinovite e tenossinovite
965,141,M66,Ruptura espontânea de sinóvia e de tendão
966,141,M67,Outros transtornos das sinóvias e dos tendões
967,141,M68,Transtorno de sinóvias e de tendões em doenças classificadas em outra parte
968,141,M70,"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão"
969,141,M71,Outras bursopatias
970,141,M72,Transtornos fibroblásticos
971,141,M73,Transtornos dos tecidos moles em doenças classificadas em outra parte
972,141,M75,Lesões do ombro
973,141,M76,"Entesopatias dos membros inferiores, excluindo pé"
974,141,M77,Outras entesopatias
975,141,M79,"Outros transtornos dos tecidos moles, não classificados em outra parte"
976,145,M80,Osteoporose com fratura patológica
977,145,M81,Osteoporose sem fratura patológica
978,145,M82,Osteoporose em doenças classificadas em outra parte
979,145,M83,Osteomalácia do adulto
980,145,M84,Transtornos da continuidade do osso
981,145,M85,Outros transtornos da densidade e da estrutura ósseas
982,145,M86,Osteomielite
983,145,M87,Osteonecrose
984,145,M88,Doença de Paget do osso (osteíte deformante)
985,145,M89,Outros transtornos ósseos
986,145,M90,Osteopatias em doenças classificadas em outra parte
987,145,M91,Osteocondrose juvenil do quadril e da pelve
988,145,M92,Outras osteocondroses juvenis
989,145,M93,Outras osteocondropatias
990,145,M94,Outros transtornos das cartilagens
991,149,M95,Outras deformidades adquiridas do sistema osteomuscular e do tecido conjuntivo
992,149,M96,Transtornos osteomusculares pós-procedimentos não classificados em outra parte
993,149,M99,Lesões biomecânicas não classificadas em outra parte
994,150,N00,Síndrome nefrítica aguda
995,150,N01,Síndrome nefrítica rapidamente progressiva
996,150,N02,Hematúria recidivante e persistente
997,150,N03,Síndrome nefrítica crônica
998,150,N04,Síndrome nefrótica
999,150,N05,Síndrome nefrítica não especificada
1000,150,N06,Proteinúria isolada com lesão morfológica especificada
1001,150,N07,Nefropatia hereditária não classificada em outra parte
1002,150,N08,Transtornos glomerulares em doenças classificadas em outra parte
1003,151,N10,Nefrite túbulo-intersticial aguda
1004,151,N11,Nefrite túbulo-intersticial crônica
1005,151,N12,Nefrite túbulo-intersticial não especificada se aguda ou crônica
1006,151,N13,Uropatia obstrutiva e por refluxo
1007,151,N14,Afecções tubulares e túbulo-intersticiais induzidas por drogas ou metais pesados
1008,151,N15,Outras doenças renais túbulo-intersticiais
1009,151,N16,Transtornos renais túbulo-intersticiais em doenças classificadas em outra parte
1010,152,N17,Insuficiência renal aguda
1011,152,N18,Insuficiência renal crônica
1012,152,N19,Insuficiência renal não especificada
1013,153,N20,Calculose do rim e do ureter
1014,153,N21,Calculose do trato urinário inferior
1015,153,N22,Calculose do trato urinário inferior em doenças classificadas em outra parte
1016,153,N23,Cólica nefrética não especificada
1017,154,N25,Transtornos resultantes de função renal tubular alterada
1018,154,N26,"Rim contraído, não especificado"
1019,154,N27,Hipoplasia renal de causa desconhecida
1020,154,N28,Outros transtornos do rim e do ureter não classificado em outra parte
1021,154,N29,Outros transtornos do rim e do ureter em doenças classificadas em outra parte
1022,155,N30,Cistite
1023,155,N31,Disfunções neuromusculares da bexiga não classificados em outra parte
1024,155,N32,Outros transtornos da bexiga
1025,155,N33,Transtornos da bexiga em doenças classificadas em outra parte
1026,155,N34,Uretrite e síndrome uretral
1027,155,N35,Estenose da uretra
1028,155,N36,Outros transtornos da uretra
1029,155,N37,Transtornos da uretra em doenças classificadas em outra parte
1030,155,N39,Outros transtornos do trato urinário
1031,156,N40,Hiperplasia da próstata
1032,156,N41,Doenças inflamatórias da próstata
1033,156,N42,Outras afecções da próstata
1034,156,N43,Hidrocele e espermatocele
1035,156,N44,Torção do testículo
1036,156,N45,Orquite e epididimite
1037,156,N46,Infertilidade masculina
1038,156,N47,"Hipertrofia do prepúcio, fimose e parafimose"
1039,156,N48,Outros transtornos do pênis
1040,156,N49,"Transtornos inflamatórios de órgãos genitais masculinos, não classificados em outra parte"
1041,156,N50,Outros transtornos dos órgãos genitais masculinos
1042,156,N51,Transtornos dos órgãos genitais masculinos em doenças classificadas em outra parte
1043,157,N60,Displasias mamárias benignas
1044,157,N61,Transtornos inflamatórios da mama
1045,157,N62,Hipertrofia da mama
1046,157,N63,Nódulo mamário não especificado
1047,157,N64,Outras doenças da mama
1048,158,N70,Salpingite e ooforite
1049,158,N71,"Doença inflamatória do útero, exceto o colo"
1050,158,N72,Doença inflamatória do colo do útero
1051,158,N73,Outras doenças inflamatórias pélvicas femininas
1052,158,N74,Transtornos inflamatórios da pelve feminina em doenças classificadas em outra parte
1053,158,N75,Doenças da glândula de Bartholin
1054,158,N76,Outras afecções inflamatórias da vagina e da vulva
1055,158,N77,Ulceração e inflamação vulvovaginais em doenças classificadas em outra parte
1056,159,N80,Endometriose
1057,159,N81,Prolapso genital feminino
1058,159,N82,Fístulas do trato genital feminino
1059,159,N83,"Transtornos não-inflamatórios do ovário, da trompa de Falópio e do ligamento largo"
1060,159,N84,Pólipo do trato genital feminino
1061,159,N85,"Outros transtornos não-inflamatórios do útero, exceto do colo do útero"
1062,159,N86,Erosão e ectrópio do colo do útero
1063,159,N87,Displasia do colo do útero
1064,159,N88,Outros transtornos não-inflamatórios do colo do útero
1065,159,N89,Outros transtornos não-inflamatórios da vagina
1066,159,N90,Outros transtornos não-inflamatórios da vulva e do períneo
1067,159,N91,"Menstruação ausente, escassa e pouco freqüente"
1068,159,N92,"Menstruação excessiva, freqüente e irregular"
1069,159,N93,Outros sangramentos anormais do útero e da vagina
1070,159,N94,Dor e outras afecções associadas com os órgãos genitais femininos e com o ciclo menstrual
1071,159,N95,Transtornos da menopausa e da perimenopausa
1072,159,N96,Abortamento habitual
1073,159,N97,Infertilidade feminina
1074,159,N98,Complicações associadas à fecundação artificial
1075,160,N99,Transtornos do trato geniturinário pós-procedimentos não classificados em outra parte
1076,161,O00,Gravidez ectópica
1077,161,O01,Mola hidatiforme
1078,161,O02,Outros produtos anormais da concepção
1079,161,O03,Aborto espontâneo
1080,161,O04,Aborto por razões médicas e legais
1081,161,O05,Outros tipos de aborto
1082,161,O06,Aborto não especificado
1083,161,O07,Falha de tentativa de aborto
1084,161,O08,Complicações conseqüentes a aborto e gravidez ectópica ou molar
1085,162,O10,"Hipertensão pré-existente complicando a gravidez, o parto e o puerpério"
1086,162,O11,Distúrbio hipertensivo pré-existente com proteinúria superposta
1087,162,O12,"Edema e proteinúria gestacionais [induzidos pela gravidez], sem hipertensão"
1088,162,O13,Hipertensão gestacional [induzida pela gravidez] sem proteinúria significativa
1089,162,O14,Hipertensão gestacional [induzida pela gravidez] com proteinúria significativa
1090,162,O15,Eclâmpsia
1091,162,O16,Hipertensão materna não especificada
1092,163,O20,Hemorragia do início da gravidez
1093,163,O21,Vômitos excessivos na gravidez
1094,163,O22,Complicações venosas na gravidez
1095,163,O23,Infecções do trato geniturinário na gravidez
1096,163,O24,Diabetes mellitus na gravidez
1097,163,O25,Desnutrição na gravidez
1098,163,O26,Assistência materna por outras complicações ligadas predominantemente à gravidez
1099,163,O28,"Achados anormais do rastreamento [""screening""] antenatal da mãe"
1100,163,O29,Complicações de anestesia administrada durante a gravidez
1101,164,O30,Gestação múltipla
1102,164,O31,Complicações específicas de gestação múltipla
1103,164,O32,"Assistência prestada à mãe por motivo de apresentação anormal, conhecida ou suspeitada, do feto"
1104,164,O33,Assistência prestada à mãe por uma desproporção conhecida ou suspeita
1105,164,O34,"Assistência prestada à mãe por anormalidade, conhecida ou suspeita, dos órgãos pélvicos maternos"
1106,164,O35,"Assistência prestada à mãe por anormalidade e lesão fetais, conhecidas ou suspeitadas"
1107,164,O36,Assistência prestada à mãe por outros problemas fetais conhecidos ou suspeitados
1108,164,O40,Polihidrâmnio
1109,164,O41,Outros transtornos das membranas e do líquido amniótico
1110,164,O42,Ruptura prematura de membranas
1111,164,O43,Transtornos da placenta
1112,164,O44,Placenta prévia
1113,164,O45,Descolamento prematuro da placenta [abruptio placentae]
1114,164,O46,Hemorragia anteparto não classificada em outra parte
1115,164,O47,Falso trabalho de parto
1116,164,O48,Gravidez prolongada
1117,165,O60,Trabalho de parto pré-termo
1118,165,O61,Falha na indução do trabalho de parto
1119,165,O62,Anormalidades da contração uterina
1120,165,O63,Trabalho de parto prolongado
1121,165,O64,Obstrução do trabalho de parto devida à má-posição ou má-apresentação do feto
1122,165,O65,Obstrução do trabalho de parto devida a anormalidade pélvica da mãe
1123,165,O66,Outras formas de obstrução do trabalho de parto
